,hit_id,sample_id,subject_id,ref_id
2881,OYYK01.6259.1_3/2-124,SAMN06165010,30960822,S1500
2882,OYYK01.19579.1_1/11-148,SAMN06165010,30960822,NA
2883,OVXW01.40712.1_1/5-294,SAMEA3708510,SAMEA3708510,NA
2884,OVXW01.7201.1_5/11-266,SAMEA3708510,SAMEA3708510,S863
2885,OVXW01.734.1_26/11-266,SAMEA3708510,SAMEA3708510,S714
2886,OVXW01.62161.1_1/1-199,SAMEA3708510,SAMEA3708510,S1501
2887,OVXW01.7201.1_6/1-101,SAMEA3708510,SAMEA3708510,NA
2888,OVXW01.734.1_27/1-101,SAMEA3708510,SAMEA3708510,NA
2889,UMHC01.58397.1_9/63-436,SAMEA4836083,SAMEA4836083,S903
2890,UMHC01.58397.1_10/11-266,SAMEA4836083,SAMEA4836083,S851
2891,UMHC01.13475.1_2/11-266,SAMEA4836083,SAMEA4836083,S574
2892,UMHC01.53411.1_1/63-307,SAMEA4836083,SAMEA4836083,NA
2893,ULRJ01.65815.1_1/2-244,SAMEA4835679,SAMEA4835679,NA
2894,UXSO01.12475.1_3/63-436,SAMEA2142970,SAMEA2142970,S488
2895,UXSO01.12475.1_2/11-266,SAMEA2142970,SAMEA2142970,S272
2896,OVGB01.42109.1_1/51-329,SAMN06016410,SAMN06016410,NA
2897,OVGB01.11149.1_2/1-306,SAMN06016410,SAMN06016410,S606
2898,OVGB01.10203.1_2/11-266,SAMN06016410,SAMN06016410,S792
2899,OVGB01.2327.1_11/11-266,SAMN06016410,SAMN06016410,S574
2900,OVGB01.66857.1_1/1-208,SAMN06016410,SAMN06016410,NA
2901,OVGB01.11149.1_1/11-167,SAMN06016410,SAMN06016410,NA
2902,OVGB01.10203.1_3/1-112,SAMN06016410,SAMN06016410,NA
2903,OVGB01.2327.1_12/1-112,SAMN06016410,SAMN06016410,NA
2904,UXRF01.20741.1_3/7-240,SAMEA2162844,SAMEA2162844,S424
2905,UXRF01.56957.1_1/1-142,SAMEA2162844,SAMEA2162844,S1502
2906,UXRF01.68156.1_2/50-127,SAMEA2162844,SAMEA2162844,S1503
2907,USYB01.29591.1_2/2-327,SAMN06112048,SAMN06112048,S1249
2908,USYB01.13008.1_1/11-238,SAMN06112048,SAMN06112048,S900
2909,OWCE01.28596.1_2/1-337,SAMEA3708704,SAMEA3708704,S412
2910,OWCE01.6581.1_3/1-285,SAMEA3708704,SAMEA3708704,S798
2911,OWCE01.6581.1_4/6-240,SAMEA3708704,SAMEA3708704,S891
2912,UZLR01.2781.1_4/65-438,SAMN00715238,SAMN00715238,S330
2913,UZLR01.2781.1_3/11-266,SAMN00715238,SAMN00715238,S251
2914,UZLR01.31987.1_1/1-183,SAMN00715238,SAMN00715238,S1504
2915,OQZU01.14.1_118/53-401,SAMN04161035,SAMN04161035,S571
2916,OQZU01.14.1_117/4-240,SAMN04161035,SAMN04161035,S572
2917,UZNU01.8840.1_1/63-419,SAMN00792014,SAMN00792014,S1250
2918,UZNU01.24325.1_1/11-265,SAMN00792014,SAMN00792014,S821
2919,OZCW01.3119.1_4/63-436,SAMN06165064,40572400,S384
2920,OZCW01.3119.1_3/11-266,SAMN06165064,40572400,S581
2921,OWET01.18931.1_2/64-437,SAMEA3708652,SAMEA3708652,S9
2922,OWET01.18931.1_1/11-137,SAMEA3708652,SAMEA3708652,NA
2923,OWRI01.3929.1_8/1-345,SAMEA4378289,SAMEA4378289,NA
2924,OWRI01.3929.1_7/11-266,SAMEA4378289,SAMEA4378289,S63
2925,OWRI01.3602.1_1/64-135,SAMEA4378289,SAMEA4378289,NA
2926,ULVA01.7966.1_1/1-216,SAMEA4835768,SAMEA4835768,NA
2927,OQCX01.44397.1_2/11-112,SAMD00036337,NA,S65
2928,OQIR01.50365.1_1/1-119,SAMD00036214,NA,NA
2929,UXZT01.43112.1_1/1-169,SAMEA2148733,SAMEA2148733,S1505
2930,CAJJRF01.1.1_32/63-436,SAMEA7846355,NA,S351
2931,CAJJRF01.1.1_33/11-266,SAMEA7846355,NA,S1330
2932,UPDN01.10.1_107/62-435,SAMEA2737731,NA,S447
2933,UPDN01.22777.1_1/11-266,SAMEA2737731,NA,S1403
2934,UPDN01.10.1_106/11-266,SAMEA2737731,NA,S419
2935,UPDN01.43929.1_1/1-263,SAMEA2737731,NA,S573
2936,UEQU01.777.1_8/64-437,SAMN06115542,SAMN06115542,S143
2937,UEQU01.777.1_7/11-266,SAMN06115542,SAMN06115542,S511
2938,UYCY01.3242.1_2/62-435,SAMEA2152443,SAMEA2152443,S656
2939,UYCY01.3242.1_1/11-266,SAMEA2152443,SAMEA2152443,S363
2940,ORQM01.27069.1_1/1-96,SAMEA2338629,NA,NA
2941,ORQM01.27069.1_2/1-69,SAMEA2338629,NA,NA
2942,OVMB01.19506.1_1/64-350,SAMN06016373,SAMN06016373,S181
2943,OVMB01.12419.1_2/1-253,SAMN06016373,SAMN06016373,S63
2944,ORSA01.6452.1_4/63-436,SAMEA2338659,NA,S594
2945,ORSA01.6452.1_5/11-266,SAMEA2338659,NA,S249
2946,CAJKKT01.8.1_2/11-266,SAMEA7846926,NA,S772
2947,OWBT01.1177.1_15/64-437,SAMEA3708551,SAMEA3708551,S9
2948,OWBT01.1177.1_14/11-266,SAMEA3708551,SAMEA3708551,S63
2949,OYDA01.23431.1_1/78-163,SAMN06164427,10549563,S1507
2950,OYYO01.35022.1_2/1-130,SAMN06165176,60238506,NA
2951,UMHJ01.17882.1_1/64-437,SAMEA4836096,SAMEA4836096,S143
2952,UMHJ01.13981.1_1/12-151,SAMEA4836096,SAMEA4836096,NA
2953,UMHJ01.17882.1_2/11-79,SAMEA4836096,SAMEA4836096,NA
2954,OYMX01.703.1_2/82-455,SAMN06165571,20069333,S182
2955,OYMX01.703.1_1/11-99,SAMN06165571,20069333,NA
2956,OZIB01.1218.1_3/27-294,SAMN06165286,71869016,S493
2957,OVZJ01.794.1_15/64-437,SAMEA3708612,SAMEA3708612,S9
2958,OVZJ01.794.1_14/1-253,SAMEA3708612,SAMEA3708612,S63
2959,UEYF01.20984.1_1/1-253,SAMN06115402,SAMN06115402,S66
2960,ULXJ01.43369.1_1/1-193,SAMEA4835830,SAMEA4835830,NA
2961,OVZN01.7286.1_3/63-436,SAMEA3708531,SAMEA3708531,S386
2962,OVZN01.432.1_37/64-437,SAMEA3708531,SAMEA3708531,S9
2963,OVZN01.432.1_36/11-266,SAMEA3708531,SAMEA3708531,S63
2964,OVZN01.7286.1_4/11-143,SAMEA3708531,SAMEA3708531,NA
2965,UXQV01.11559.1_5/63-436,SAMEA2156486,SAMEA2156486,S387
2966,UXQV01.11559.1_4/11-266,SAMEA2156486,SAMEA2156486,S254
2967,UXQV01.48156.1_1/7-240,SAMEA2156486,SAMEA2156486,S1139
2968,UXQV01.77913.1_1/52-223,SAMEA2156486,SAMEA2156486,NA
2969,UXQV01.48156.1_2/1-162,SAMEA2156486,SAMEA2156486,NA
2970,UZSZ01.12535.1_2/64-131,SAMN00792046,SAMN00792046,NA
2971,OWDF01.1883.1_2/64-437,SAMEA3708519,SAMEA3708519,S9
2972,OWDF01.1883.1_3/11-266,SAMEA3708519,SAMEA3708519,S17
2973,OWDF01.8180.1_1/40-290,SAMEA3708519,SAMEA3708519,S1508
2974,USXA01.1887.1_1/64-360,SAMN06112067,SAMN06112067,NA
2975,USXA01.7452.1_1/2-248,SAMN06112067,SAMN06112067,NA
2976,USVR01.17680.1_2/1-253,SAMN06111948,SAMN06111948,S17
2977,UYDI01.60577.1_1/64-295,SAMEA2146477,SAMEA2146477,NA
2978,OWPQ01.25629.1_1/1-173,SAMEA4378294,SAMEA4378294,S939
2979,OWPQ01.13397.1_2/1-206,SAMEA4378294,SAMEA4378294,NA
2980,OWPQ01.9014.1_1/64-147,SAMEA4378294,SAMEA4378294,NA
2981,OPBR01.13432.1_2/1-288,SAMEA2042661,NA,S388
2982,OPBR01.13432.1_1/11-216,SAMEA2042661,NA,S837
2983,OPBR01.30775.1_1/63-149,SAMEA2042661,NA,NA
2984,OYQT01.1974.1_1/42-286,SAMN06165374,11418230,NA
2985,OYQT01.1438.1_2/2-237,SAMN06165374,11418230,NA
2986,OYQT01.4272.1_1/64-144,SAMN06165374,11418230,NA
2987,OYQT01.1438.1_1/11-91,SAMN06165374,11418230,NA
2988,OYLK01.3163.1_1/1-294,SAMN06165557,19745900,NA
2989,OYLK01.6608.1_1/1-176,SAMN06165557,19745900,NA
2990,USUK01.8448.1_2/26-399,SAMN06111961,SAMN06111961,S9
2991,USUK01.8448.1_3/11-266,SAMN06111961,SAMN06111961,S63
2992,CABUAJ01.67.1_7/26-290,SAMEA5853326,NA,S1381
2993,ORVR01.9924.1_2/11-266,SAMEA2338825,NA,S63
2994,ORVR01.85136.1_1/6-147,SAMEA2338825,NA,S1509
2995,ORVR01.9924.1_1/2-159,SAMEA2338825,NA,NA
2996,CADFRA01.70.1_3/1-285,SAMEA6784159,NA,S798
2997,CADFRA01.70.1_4/6-240,SAMEA6784159,NA,S891
2998,UPLN01.23337.1_1/64-159,SAMEA2737842,NA,S1510
2999,OWAD01.10695.1_2/32-369,SAMEA3708605,SAMEA3708605,S1042
3000,OWAD01.10650.1_2/11-266,SAMEA3708605,SAMEA3708605,S838
3001,OURS01.17411.1_2/62-435,SAMEA2338774,NA,S656
3002,OURS01.17411.1_1/11-266,SAMEA2338774,NA,S363
3003,OURS01.98957.1_1/11-118,SAMEA2338774,NA,NA
3004,OVMI01.18555.1_2/64-437,SAMN06016384,SAMN06016384,S9
3005,OVMI01.18555.1_1/11-159,SAMN06016384,SAMN06016384,S92
3006,OVMI01.66600.1_1/1-103,SAMN06016384,SAMN06016384,NA
3007,UADG01.27434.1_1/1-198,SAMN06165021,40048760,NA
3008,UADG01.34546.1_1/11-127,SAMN06165021,40048760,S363
3009,OYMY01.470.1_2/64-437,SAMN06165484,16935973,S9
3010,OYMY01.470.1_1/11-266,SAMN06165484,16935973,S17
3011,UZQC01.8045.1_2/64-437,SAMN00792042,SAMN00792042,S9
3012,UZQC01.8045.1_3/11-184,SAMN00792042,SAMN00792042,NA
3013,ORTG01.4165.1_4/64-437,SAMEA2338811,NA,S9
3014,ORTG01.4165.1_5/11-266,SAMEA2338811,NA,S17
3015,OVZU01.5663.1_1/40-413,SAMEA3708619,SAMEA3708619,S9
3016,OVZU01.5663.1_3/1-101,SAMEA3708619,SAMEA3708619,NA
3017,OVZU01.5663.1_2/11-120,SAMEA3708619,SAMEA3708619,S67
3018,OVZT01.385.1_37/64-437,SAMEA3708518,SAMEA3708518,S9
3019,OVZT01.385.1_36/11-266,SAMEA3708518,SAMEA3708518,S63
3020,OPRS01.39586.1_1/11-150,SAMEA2042440,SAMEA2042440,NA
3021,OPRS01.26128.1_1/159-308,SAMEA2042440,SAMEA2042440,S1511
3022,UZPZ01.14759.1_2/1-321,SAMN00791958,SAMN00791958,S812
3023,UZPZ01.14759.1_1/11-266,SAMN00791958,SAMN00791958,S496
3024,UZPZ01.75212.1_1/63-127,SAMN00791958,SAMN00791958,NA
3025,ORPU01.17391.1_2/64-437,SAMEA2338718,SAMEA2338718,S590
3026,ORPU01.17391.1_1/11-197,SAMEA2338718,SAMEA2338718,S1080
3027,ORPU01.23446.1_1/2-177,SAMEA2338718,SAMEA2338718,S1008
3028,USWU01.30690.1_2/11-266,SAMN06112007,SAMN06112007,S63
3029,ULUE01.21781.1_1/1-182,SAMEA4835752,SAMEA4835752,NA
3030,UPWR01.19975.1_1/52-387,SAMN06112029,SAMN06112029,NA
3031,UPWR01.22451.1_1/24-142,SAMN06112029,SAMN06112029,NA
3032,OWAQ01.421.1_5/64-437,SAMEA3708546,SAMEA3708546,S9
3033,OWAQ01.421.1_6/11-266,SAMEA3708546,SAMEA3708546,S63
3034,JAJCNQ01.56.1_2/8-381,SAMN22167413,NA,S612
3035,JAJCNQ01.12.1_101/12-267,SAMN22167413,NA,S1513
3036,JAJCNQ01.62.1_1/12-255,SAMN22167413,NA,S1239
3037,OYOJ01.200.1_3/63-436,SAMN06165492,17437941,S235
3038,OYOJ01.200.1_2/11-266,SAMN06165492,17437941,S236
3039,OYOJ01.630.1_2/32-298,SAMN06165492,17437941,S918
3040,OUOY01.46363.1_1/1-251,SAMN05356887,SAMN05356887,S1188
3041,OUOY01.77641.1_1/63-133,SAMN05356887,SAMN05356887,NA
3042,OZCH01.11916.1_1/64-399,SAMN06164929,20037920,NA
3043,USUR01.66854.1_1/2-225,SAMN06111984,SAMN06111984,S1116
3044,USUR01.84550.1_1/1-91,SAMN06111984,SAMN06111984,S1514
3045,ULYK01.26850.1_2/1-134,SAMEA4835860,SAMEA4835860,NA
3046,ULYK01.26850.1_1/11-124,SAMEA4835860,SAMEA4835860,NA
3047,ULYK01.5319.1_1/1-74,SAMEA4835860,SAMEA4835860,NA
3048,OYUP01.141.1_3/65-438,SAMN06165692,70995736,S235
3049,OYUP01.141.1_2/11-266,SAMN06165692,70995736,S236
3050,OYUP01.3120.1_1/1-215,SAMN06165692,70995736,S1251
3051,OYUP01.321.1_4/1-160,SAMN06165692,70995736,S1226
3052,ORNU01.12644.1_2/63-436,SAMEA2338695,NA,S813
3053,ORNU01.12644.1_1/11-266,SAMEA2338695,NA,S725
3054,OQGR01.46716.1_1/4-215,SAMD00036208,NA,S93
3055,OYFC01.161.1_2/11-266,SAMN06165440,14040721,S261
3056,OYFC01.161.1_1/1-276,SAMN06165440,14040721,NA
3057,OYFC01.1786.1_1/63-165,SAMN06165440,14040721,NA
3058,ORNC01.7878.1_2/64-437,SAMEA2338723,NA,S328
3059,OQPU01.50415.1_1/11-206,SAMN02712159,NA,S68
3060,OYQX01.2784.1_1/3-147,SAMN06165434,13241014,NA
3061,OYQX01.2862.1_1/1-96,SAMN06165434,13241014,NA
3062,OYSZ01.248.1_1/2-282,SAMN06165446,14175675,NA
3063,OYSZ01.248.1_2/11-86,SAMN06165446,14175675,NA
3064,UERA01.130.1_43/65-438,SAMN06115463,SAMN06115463,S318
3065,UERA01.5442.1_4/84-455,SAMN06115463,SAMN06115463,S9
3066,UERA01.5442.1_3/1-253,SAMN06115463,SAMN06115463,S63
3067,UERA01.130.1_44/11-266,SAMN06115463,SAMN06115463,S251
3068,ORTZ01.14149.1_1/64-348,SAMEA2338824,NA,NA
3069,OQGN01.58432.1_1/1-74,SAMD00036200,NA,NA
3070,ULRG01.34478.1_1/1-286,SAMEA4835676,SAMEA4835676,NA
3071,UAAB01.40927.1_1/13-177,SAMN06165173,60238506,NA
3072,OPBC01.22934.1_1/1-274,SAMEA2042661,NA,S1129
3073,UEQS01.1523.1_6/64-437,SAMN06115474,SAMN06115474,S9
3074,UEQS01.1523.1_7/11-266,SAMN06115474,SAMN06115474,S63
3075,UMDO01.55604.1_1/1-189,SAMEA4835996,SAMEA4835996,NA
3076,ORRB01.47930.1_1/1-258,SAMEA2338636,SAMEA2338636,S1518
3077,UEPJ01.120.1_5/63-436,SAMN06115508,SAMN06115508,S673
3078,UEPJ01.135.1_43/64-437,SAMN06115508,SAMN06115508,S9
3079,UEPJ01.120.1_9/63-436,SAMN06115508,SAMN06115508,S389
3080,UEPJ01.135.1_42/11-266,SAMN06115508,SAMN06115508,S63
3081,UEPJ01.120.1_6/11-266,SAMN06115508,SAMN06115508,S251
3082,UEPJ01.120.1_10/11-266,SAMN06115508,SAMN06115508,S574
3083,UEPJ01.29723.1_1/58-197,SAMN06115508,SAMN06115508,S1519
3084,UEPJ01.69700.1_1/6-119,SAMN06115508,SAMN06115508,NA
3085,OQUN01.101083.1_1/1-176,SAMN06018977,NA,NA
3086,OQUN01.3432.1_10/27-293,SAMN06018977,NA,S918
3087,OQUN01.7255.1_3/27-294,SAMN06018977,NA,S493
3088,OQUN01.3661.1_7/28-293,SAMN06018977,NA,S919
3089,OQUN01.1360.1_23/28-287,SAMN06018977,NA,S920
3090,OQUN01.752.1_27/579-833,SAMN06018977,NA,S1520
3091,CABRLZ01.41.1_10/28-291,SAMEA5851220,NA,S1521
3092,UPFH01.40214.1_1/3-225,SAMEA2737735,NA,NA
3093,CAADVN01.204.1_4/28-291,SAMEA5279426,NA,S1522
3094,ORUY01.74640.1_2/51-113,SAMEA2338836,NA,NA
3095,UMHY01.21648.1_1/62-170,SAMEA4836112,SAMEA4836112,NA
3096,UPRD01.14830.1_2/64-437,SAMEA2737755,NA,S183
3097,UPRD01.11496.1_1/58-396,SAMEA2737755,NA,S1523
3098,UPRD01.68791.1_2/6-152,SAMEA2737755,NA,S1524
3099,OYUK01.944.1_1/52-399,SAMN06165625,40550164,S984
3100,OYUK01.944.1_2/7-240,SAMN06165625,40550164,S1138
3101,UYKZ01.2646.1_3/40-291,SAMN03653689,P7,S1025
3102,OYOC01.188.1_3/65-438,SAMN06165612,40262354,S678
3103,OYOC01.597.1_1/64-437,SAMN06165612,40262354,S9
3104,OYOC01.137.1_5/52-399,SAMN06165612,40262354,S984
3105,OYOC01.188.1_2/11-266,SAMN06165612,40262354,S901
3106,OYOC01.137.1_4/7-240,SAMN06165612,40262354,S1138
3107,OYOC01.597.1_2/11-160,SAMN06165612,40262354,NA
3108,UZRI01.9393.1_3/11-223,SAMN00791945,SAMN00791945,S419
3109,UZRI01.9393.1_2/1-208,SAMN00791945,SAMN00791945,NA
3110,UZRI01.9393.1_1/64-165,SAMN00791945,SAMN00791945,NA
3111,OWDM01.1647.1_10/64-437,SAMEA3708668,SAMEA3708668,S9
3112,OWDM01.1647.1_9/11-266,SAMEA3708668,SAMEA3708668,S63
3113,ORQV01.11807.1_4/63-436,SAMEA2338630,NA,S321
3114,ORQV01.11807.1_5/11-210,SAMEA2338630,NA,NA
3115,ORQV01.10786.1_1/2-114,SAMEA2338630,NA,NA
3116,ORQV01.5150.1_3/27-294,SAMEA2338630,NA,S493
3117,OZCI01.25984.1_1/59-127,SAMN06165009,30960822,NA
3118,OZHM01.30500.1_2/1-130,SAMN06165194,70059005,NA
3119,OZHM01.38116.1_1/63-143,SAMN06165194,70059005,S1177
3120,UXRL01.12825.1_1/63-436,SAMEA2150234,SAMEA2150234,S487
3121,UXRL01.12825.1_2/11-266,SAMEA2150234,SAMEA2150234,S793
3122,UXRL01.33878.1_1/7-240,SAMEA2150234,SAMEA2150234,S424
3123,JAHZEK01.38.1_6/31-393,SAMN19225053,NA,S1525
3124,UPEV01.3774.1_4/64-437,SAMEA2737661,D47_N,S9
3125,UPEV01.3774.1_3/1-253,SAMEA2737661,D47_N,S63
3126,OWBO01.1174.1_9/11-266,SAMEA3708566,SAMEA3708566,S17
3127,OWBO01.1174.1_8/1-96,SAMEA3708566,SAMEA3708566,NA
3128,CABSLT01.24.1_11/1-84,SAMEA5852211,NA,NA
3129,UZOC01.4035.1_2/63-436,SAMN00791959,SAMN00791959,S685
3130,UZOC01.4035.1_1/11-266,SAMN00791959,SAMN00791959,S273
3131,ULQF01.78973.1_2/63-436,SAMEA4835648,SAMEA4835648,S673
3132,ULQF01.69311.1_2/6-151,SAMEA4835648,SAMEA4835648,NA
3133,OWQR01.46029.1_2/1-203,SAMEA4378293,SAMEA4378293,S603
3134,UPMA01.100779.1_1/64-161,SAMEA2737835,NA,S184
3135,UEPV01.27412.1_1/11-266,SAMN06115453,SAMN06115453,S467
3136,UEPV01.25623.1_1/58-301,SAMN06115453,SAMN06115453,NA
3137,UEPV01.35011.1_1/6-241,SAMN06115453,SAMN06115453,S1117
3138,UEPV01.64045.1_1/35-168,SAMN06115453,SAMN06115453,S1526
3139,UZUV01.8414.1_2/64-437,SAMN00792102,SAMN00792102,S9
3140,UZUV01.8414.1_1/11-211,SAMN00792102,SAMN00792102,NA
3141,ULSU01.34545.1_4/62-435,SAMEA4835715,SAMEA4835715,S660
3142,ULSU01.34545.1_5/11-233,SAMEA4835715,SAMEA4835715,S857
3143,UZRA01.6728.1_3/64-437,SAMN00791952,SAMN00791952,S9
3144,UZRA01.16068.1_1/1-123,SAMN00791952,SAMN00791952,NA
3145,UZRA01.6728.1_4/11-146,SAMN00791952,SAMN00791952,NA
3146,OYRG01.1705.1_1/1-251,SAMN06165517,18706034,NA
3147,OYRG01.3687.1_1/64-137,SAMN06165517,18706034,NA
3148,OWQK01.14150.1_1/1-374,SAMEA4378278,SAMEA4378278,S813
3149,OWQK01.14150.1_2/11-266,SAMEA4378278,SAMEA4378278,S236
3150,OWQK01.82114.1_2/1-140,SAMEA4378278,SAMEA4378278,S1527
3151,ORTM01.3620.1_7/64-437,SAMEA2338855,NA,S9
3152,ORTM01.3620.1_6/11-266,SAMEA2338855,NA,S63
3153,OYRP01.1418.1_2/15-388,SAMN06165396,12112483,S143
3154,OYRP01.1418.1_1/11-266,SAMN06165396,12112483,S511
3155,UEYK01.1990.1_4/64-437,SAMN06115412,SAMN06115412,S9
3156,UEYK01.1990.1_5/11-266,SAMN06115412,SAMN06115412,S63
3157,UEYK01.43108.1_1/18-267,SAMN06115412,SAMN06115412,S1528
3158,ORTA01.8256.1_2/63-435,SAMEA2338846,NA,S185
3159,ORTA01.8256.1_3/11-266,SAMEA2338846,NA,S1180
3160,ORTA01.16013.1_1/1-179,SAMEA2338846,NA,NA
3161,UYCF01.42994.1_1/1-263,SAMEA2158190,SAMEA2158190,NA
3162,UYCF01.42418.1_1/64-170,SAMEA2158190,SAMEA2158190,NA
3163,UYCF01.42994.1_2/11-86,SAMEA2158190,SAMEA2158190,NA
3164,OUNS01.43665.1_1/1-308,SAMN02711295,A,S358
3165,OUNS01.42410.1_1/3-158,SAMN02711295,A,NA
3166,OWQE01.4863.1_6/40-290,SAMEA4378276,SAMEA4378276,S1508
3167,UESK01.167.1_24/64-437,SAMN06115452,SAMN06115452,S9
3168,UESK01.167.1_23/11-266,SAMN06115452,SAMN06115452,S17
3169,ULVI01.31932.1_2/64-437,SAMEA4835782,SAMEA4835782,S9
3170,ULVI01.31932.1_3/11-266,SAMEA4835782,SAMEA4835782,S63
3171,ULVI01.113578.1_2/11-266,SAMEA4835782,SAMEA4835782,S574
3172,ULVI01.3370.1_1/11-266,SAMEA4835782,SAMEA4835782,S251
3173,ULVI01.21254.1_1/63-143,SAMEA4835782,SAMEA4835782,NA
3174,ULVI01.27269.1_1/63-143,SAMEA4835782,SAMEA4835782,NA
3175,ULSP01.35921.1_1/64-135,SAMEA4835711,SAMEA4835711,NA
3176,UYCU01.3179.1_6/63-436,SAMEA2150563,SAMEA2150563,S814
3177,UYCU01.3179.1_5/11-266,SAMEA2150563,SAMEA2150563,S251
3178,UYCU01.64859.1_2/2-107,SAMEA2150563,SAMEA2150563,NA
3179,ULVQ01.22236.1_1/1-209,SAMEA4835790,SAMEA4835790,NA
3180,UXIS01.7675.1_3/39-300,SAMEA2147092,SAMEA2147092,S1529
3181,JAHZGB01.25.1_77/584-831,SAMN19225113,NA,S1530
3182,OYRU01.4425.1_1/1-196,SAMN06165680,70572554,S1467
3183,OYRU01.3563.1_1/55-224,SAMN06165680,70572554,S1459
3184,UEOI01.68.1_98/64-437,SAMN06115502,SAMN06115502,S9
3185,UEOI01.68.1_97/11-266,SAMN06115502,SAMN06115502,S17
3186,OQDA01.9639.1_2/11-266,SAMD00036328,NA,S617
3187,OQDA01.9639.1_1/10-174,SAMD00036328,NA,NA
3188,OQDA01.6182.1_1/64-171,SAMD00036328,NA,NA
3189,ORKI01.21129.1_3/1-321,SAMN04329780,SAMN04329780,NA
3190,ORKI01.21129.1_2/11-266,SAMN04329780,SAMN04329780,S1059
3191,ORPG01.35666.1_1/116-414,SAMEA2338772,NA,S1108
3192,OYUR01.216.1_1/64-437,SAMN06165675,70059005,S186
3193,OYUR01.318.1_1/64-437,SAMN06165675,70059005,S656
3194,OYUR01.216.1_2/11-266,SAMN06165675,70059005,S940
3195,OYUR01.318.1_2/11-266,SAMN06165675,70059005,S363
3196,OYHC01.263.1_2/11-266,SAMN06165526,19061811,S38
3197,OYHC01.263.1_1/2-283,SAMN06165526,19061811,NA
3198,OYHC01.4943.1_1/82-177,SAMN06165526,19061811,NA
3199,OYYZ01.33108.1_2/1-209,SAMN06165173,60238506,S170
3200,VOFH01.569.1_1052/64-437,SAMN12384727,NA,S9
3201,VOFH01.569.1_1051/11-266,SAMN12384727,NA,S63
3202,OZXT01.14102.1_2/1-293,SAMN06165036,40262354,NA
3203,OUQG01.33542.1_1/1-341,SAMN05194731,NA,S449
3204,OUQG01.66959.1_1/2-178,SAMN05194731,NA,NA
3205,OYPT01.815.1_2/7-240,SAMN06165380,11507229,S1197
3206,OYPT01.3528.1_1/15-178,SAMN06165380,11507229,NA
3207,UZKR01.5017.1_5/63-436,SAMN00715217,SAMN00715217,S575
3208,UZKR01.5017.1_4/11-266,SAMN00715217,SAMN00715217,S251
3209,ULTF01.24000.1_1/1-251,SAMEA4835727,SAMEA4835727,NA
3210,UMBE01.27485.1_2/11-266,SAMEA4835933,SAMEA4835933,S63
3211,UMBE01.59671.1_1/64-259,SAMEA4835933,SAMEA4835933,NA
3212,UMBE01.27485.1_1/1-162,SAMEA4835933,SAMEA4835933,NA
3213,ORQB01.2480.1_3/26-290,SAMEA2338679,NA,S1381
3214,UMIN01.33664.1_2/40-291,SAMEA4836123,SAMEA4836123,S1025
3215,OYMH01.120.1_1/62-435,SAMN06165449,14390583,S447
3216,OYMH01.120.1_2/11-266,SAMN06165449,14390583,S419
3217,OQGJ01.44443.1_1/13-141,SAMD00036193,NA,S1531
3218,UXMQ01.56405.1_2/11-175,SAMEA2163575,SAMEA2163575,S1240
3219,UPDE01.5285.1_5/64-437,SAMEA2737715,NA,S9
3220,UPDE01.5285.1_6/11-266,SAMEA2737715,NA,S63
3221,UPDE01.56882.1_1/3-237,SAMEA2737715,NA,S1532
3222,OQFY01.23152.1_1/1-96,SAMD00036206,NA,NA
3223,OZVT01.14145.1_1/11-266,SAMN06165107,50304865,S263
3224,OZVT01.14145.1_2/1-203,SAMN06165107,50304865,NA
3225,USWA01.26507.1_1/1-251,SAMN06112038,SAMN06112038,S69
3226,OYTS01.645.1_2/9-382,SAMN06165359,10650433,S9
3227,OYTS01.1235.1_1/4-143,SAMN06165359,10650433,NA
3228,OYTS01.645.1_1/11-119,SAMN06165359,10650433,NA
3229,OWPZ01.60434.1_1/1-209,SAMEA4378320,SAMEA4378320,NA
3230,OYEM01.302.1_2/1-271,SAMN06165649,50682950,NA
3231,OYEM01.302.1_1/11-194,SAMN06165649,50682950,NA
3232,OYEM01.1602.1_1/99-205,SAMN06165649,50682950,NA
3233,OURR01.7666.1_2/11-266,SAMEA2338732,NA,S63
3234,OURR01.16177.1_1/64-309,SAMEA2338732,NA,S187
3235,OURR01.7666.1_1/2-160,SAMEA2338732,NA,NA
3236,CAAEEJ01.13.1_6/27-293,SAMEA5279560,NA,S918
3237,OWRX01.3363.1_3/11-266,SAMEA4378243,SAMEA4378243,S63
3238,WQPD01.23.1_2/11-266,SAMN12147389,NA,S624
3239,WQPD01.35.1_2/11-266,SAMN12147389,NA,S1533
3240,WQPD01.47.1_75/63-209,SAMN12147389,NA,NA
3241,WQPD01.9.1_1/63-209,SAMN12147389,NA,NA
3242,WQPD01.46.1_1/1-161,SAMN12147389,NA,NA
3243,WQPD01.35.1_1/1-118,SAMN12147389,NA,S613
3244,WQPD01.23.1_1/1-118,SAMN12147389,NA,NA
3245,USWT01.7101.1_2/64-437,SAMN06112080,SAMN06112080,S12
3246,USWT01.7101.1_1/1-177,SAMN06112080,SAMN06112080,NA
3247,OPRJ01.48187.1_1/63-129,SAMEA1963786,NA,NA
3248,UMHL01.53955.1_1/64-332,SAMEA4836100,SAMEA4836100,S188
3249,UMHL01.43.1_2/11-266,SAMEA4836100,SAMEA4836100,S574
3250,UMHL01.29304.1_1/11-266,SAMEA4836100,SAMEA4836100,S251
